"","survey_id","year","month","day","BMU","household_group","Total_Biomass_kg_per_fisherman","Avg_Trophic_Level","richness","total_catch_per_fisherman","Total_value_KES_per_fisherman","Mean_length_cm","Calcium_mg_per_fisherman","Iron_mg_per_fisherman","Omega3_g_per_fisherman","Protein_g_per_fisherman","VitaminA_ug_per_fisherman","Selenium_ug_per_fisherman","mean_lengthdist","Zinc_mg_per_fisherman","TakeHome_kg","Diet_percent_Herbivorous_Detritivorous","Diet_percent_Herbivorous_Macroalgal","Diet_percent_Omnivorous","Diet_percent_Planktivorous","Diet_percent_Carnivorous","trap_type","total_traps_collected","household_group_collapsed","No_fishermen"
"1","2022-04-29 23:15:00 SS/KAN/CO/083/FF","2022","Apr","29","KANAMAI","Control",1.25237894286099,2.43153843523077,2,13,250.475788572199,18.7692307692308,611.270848096892,12.5958650636584,3.44793050339125,231.01051207699,313.6099374467,344.579112598862,-5.62533745,23.8473582249972,NA,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Control",1
"2","2022-04-03 12:12:00 SS/TAK/CO/154/FF","2022","Apr","03","TAKAUNGU","Social marketing",0.0721305873758243,3.49,1,8,11.5408939801319,13,29.8196082711643,0.333271013264472,0.0663250322649649,13.2005809992218,64.469448120652,28.7387121099794,-2.01896242,0.997857851501973,NA,0,0,0,0,100,NA,NA,"Social marketing",1
"3","2022-05-03 12:20:00 SS/TAK/CO/145/FF","2022","May","03","TAKAUNGU","Social marketing",1.23483337674031,3.98,1,1,0,38,349.774145470327,18.1501891267672,4.51658327466236,234.738251187058,1553.05985487314,130.402776387864,6.91014134,9.66050307405358,NA,0,0,0,0,100,NA,NA,"Social marketing",1
"4","2022-05-03 09:55:00 SS/TAK/CO/160/FF","2022","May","03","TAKAUNGU","Social marketing",1.56587629590619,2.016,2,15,243.835934742712,16.6666666666667,507.862419839158,11.1859750422075,2.84085632154517,292.717066855499,362.168595486245,560.168824317256,-5.12975284333333,21.6497433164243,NA,66.6666666666667,0,0,33.3333333333333,0,NA,NA,"Social marketing",1
"5","2022-04-03 12:48:00 SS/KAN/CO/026/FF","2022","Apr","03","KANAMAI","Control",2.24367661639789,3.09384615384615,3,13,320.312598862613,18,1686.03867264749,18.3531376979127,3.78424980517224,415.22927758814,1265.85341591473,782.64479520759,-0.643480926666667,42.7462986318677,NA,33.3333333333333,0,33.3333333333333,0,33.3333333333333,NA,NA,"Control",1
"6","2022-05-03 03:38:00 SS/KAN/CO/024/FF","2022","May","03","KANAMAI","Control",4.8886075898384,2.82666666666667,3,18,728.796466636038,21.8888888888889,3096.58201101963,37.8730684589318,7.77148892269328,910.895240871442,3817.10840369299,1616.7281428023,3.91810447333333,83.1763074343611,NA,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Control",1
"7","2022-04-22 13:00:00 SS/KAN/CO/076/FF","2022","Apr","22","KANAMAI","Control",1.85359887119744,3.920000076,1,2,296.57581939159,38,848.242171200834,14.604600113851,3.29368293007267,311.363565009206,4854.35503963872,563.262923630297,23.34992007,57.3576848035975,NA,0,0,0,0,100,NA,NA,"Control",1
"8","2022-04-22 13:00:00 SS/KAN/CO/140/FF","2022","Apr","22","KANAMAI","Control",6.55011558116588,2,1,15,1310.02311623318,33,2865.04600240099,60.9186192972402,18.0359237739257,1192.03456573137,1767.37107140342,1384.57743503894,7.2564563,111.719617561797,NA,100,0,0,0,0,NA,NA,"Control",1
"9","2022-04-22 13:00:00 SS/KAN/CO/078/FF","2022","Apr","22","KANAMAI","Control",3.4646811776178,2.715,2,8,692.936235523561,30.5,1830.95604455526,37.7412166623475,9.34494939345501,647.911875687569,798.90224786722,1226.70671994813,5.72582344,78.5041305832214,NA,50,0,0,0,50,NA,NA,"Control",1
"10","2022-04-19 13:48:00 SS/KAN/CO/140/FF","2022","Apr","19","KANAMAI","Control",3.9127589409901,2,1,14,782.551788198019,28,1711.45596185755,36.3901780624185,10.7738895796526,712.07047375559,1055.75189872453,827.087350033826,2.2564563,66.7365219868547,NA,100,0,0,0,0,NA,NA,"Control",1
"11","2022-04-17 07:22:00 SS/KAN/CO/140/FF","2022","Apr","17","KANAMAI","Control",6.14107376706546,2.36,2,12,1180.5535538099,33.8333333333333,2453.93791815438,49.1921935303825,14.9691657263418,1118.51629594012,3925.14136912103,1843.35808211572,10.2218531033333,90.2937935656216,NA,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Control",1
"12","2022-04-17 07:22:00 SS/KAN/CO/133/FF","2022","Apr","17","KANAMAI","Control",2.3990696414671,2,1,6,479.813928293419,31.3333333333333,1049.36238156326,22.3122795842462,6.60590437613897,436.599003908953,647.323887658242,507.120469784301,7.2564563,40.9188417406698,NA,100,0,0,0,0,NA,NA,"Control",1
"13","2022-04-15 14:20:00 SS/KAN/CO/073/FF","2022","Apr","15","KANAMAI","Control",4.06160472283745,3.82842105263158,2,19,808.118826212612,22.7368421052632,2390.73579490208,21.863046119295,12.1478488430672,716.609120053317,5552.05555768379,2880.49028913514,2.039476535,30.303416016616,NA,0,0,0,0,100,NA,NA,"Control",1
"14","2022-04-15 06:02:00 SS/KAN/CO/133/FF","2022","Apr","15","KANAMAI","Control",2.62004623246635,2,1,6,524.00924649327,33,1146.01840096039,24.3674477188961,7.21436950957026,476.813826292547,706.948428561368,553.830974015577,7.2564563,44.6878470247188,NA,100,0,0,0,0,NA,NA,"Control",1
"15","2022-04-08 14:06:00 SS/KAN/CO/078/FF","2022","Apr","08","KANAMAI","Control",4.59907311833806,3.71,3,19,806.91586920268,22.7368421052632,1551.17758946456,16.9854638366065,7.45099420437706,837.37809251142,8798.06621738294,2909.44452972359,6.031323425,26.7746261550371,NA,0,0,0,0,100,NA,NA,"Control",1
"16","2022-04-07 13:30:00 SS/KAN/CO/078/FF","2022","Apr","07","KANAMAI","Control",7.78484136888997,3.7516,3,27,1461.64587457161,21.7037037037037,3848.84853572094,41.232560392966,14.9126791947494,1417.12698984557,13396.8380462243,4278.37618147105,10.63320858,56.3247118493468,NA,0,0,0,0,100,NA,NA,"Control",1
"17","2022-04-06 13:00:00 SS/KAN/CO/078/FF","2022","Apr","06","KANAMAI","Control",5.69530932192967,3.12454545454545,3,11,1041.47917881985,32.5454545454545,3334.16778894015,63.2215821546764,12.6976530654867,1085.25564198191,1468.43458170001,2685.03387459761,13.83721084,142.9907881746,NA,33.3333333333333,0,0,0,66.6666666666667,NA,NA,"Control",1
"18","2022-04-19 09:50:00 SS/KUR/SG/029/FF","2022","Apr","19","KURUWITU","Social marketing",0.819704049809343,2.65,2,6,98.3644859771212,14.6666666666667,629.048628086072,7.43494705714225,0.891765492167218,154.056571856255,204.133681948417,168.659451748631,0.0716254299999992,19.4176543865028,0.553502897855018,50,0,50,0,0,NA,NA,"Social marketing",1
"19","2022-04-20 11:50:00 SS/KUR/SG/086/FF","2022","Apr","20","KURUWITU","Social marketing",0.379059145487142,2,1,3,45.4870974584571,18,160.463783028059,2.88026210048807,0.238133586371765,69.438366152063,81.6323978894228,79.9417239746083,-3.20195955,9.13516125846776,NA,0,0,100,0,0,NA,NA,"Social marketing",1
"20","2022-04-26 13:00:00 SS/KUR/SG/020/FF","2022","Apr","26","KURUWITU","Social marketing",1.6121633026745,2.84454545454545,3,14,251.634365969399,18.3571428571429,848.872025717385,9.86752400929498,3.35108857490585,273.309603227647,1343.15304415371,868.561096666635,-5.41276309333333,16.960780472047,NA,50,0,0,0,50,NA,NA,"Social marketing",1
"21","2022-04-06 11:00:00 SS/KUR/SG/029/FF","2022","Apr","06","KURUWITU","Social marketing",1.41737690986048,2.78692307692308,3,13,195.62093163069,13.5384615384615,672.708678211029,10.1585566582551,1.68312120686394,257.670261366949,667.658044601052,458.061814693937,-3.31014759333333,28.8483254436365,NA,33.3333333333333,0,33.3333333333333,0,33.3333333333333,NA,NA,"Social marketing",1
"22","2022-04-07 23:50:00 SS/TAK/CO/174/FF","2022","Apr","07","TAKAUNGU","Social marketing",3.46339119345541,2,2,20,572.117300854253,21.5,2213.97796857527,33.4050867875357,7.18965432069348,635.305873143339,942.523728659371,683.043608311702,4.082154945,75.682287680737,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"23","2022-04-07 23:50:00 SS/TAK/CO/176/FF","2022","Apr","07","TAKAUNGU","Social marketing",4.39990770093475,2.01307692307692,2,13,796.292394351491,28.7692307692308,1816.31873581043,37.7219994954565,10.3204450584005,808.296427226404,1044.76529164788,1142.98951019975,7.81895497,68.386564543933,1.04611432294324,50,50,0,0,0,NA,NA,"Social marketing",1
"24","2022-04-07 23:50:00 SS/TAK/CO/195/FF","2022","Apr","07","TAKAUNGU","Social marketing",1.95637947049505,2,1,7,391.27589409901,28,855.727980928777,18.1950890312093,5.38694478982632,356.035236877795,527.875949362263,413.543675016913,2.2564563,33.3682609934273,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"25","2022-04-06 23:20:00 SS/TAK/CO/176/FF","2022","Apr","06","TAKAUNGU","Social marketing",4.67939048243404,2.01214285714286,2,14,852.188950651349,28.7142857142857,1938.56559022883,40.3212979284864,11.0900085998043,859.158603923232,1120.17614155678,1202.06717805931,7.81895497,73.1534589715655,NA,50,50,0,0,0,NA,NA,"Social marketing",1
"26","2022-04-06 23:40:00 SS/TAK/CO/144/FF","2022","Apr","06","TAKAUNGU","Social marketing",9.34292739242001,2.0085,2,20,1784.89633264854,33.25,3978.41475249759,83.6940027422686,23.9311860085279,1707.86075679087,2378.50511651881,2187.8555802677,10.31895497,152.69534699062,NA,50,50,0,0,0,NA,NA,"Social marketing",1
"27","2022-04-06 23:40:00 SS/TAK/CO/174/FF","2022","Apr","06","TAKAUNGU","Social marketing",4.47172450398868,2,1,16,894.344900797736,28,1955.94967069435,41.5887749284783,12.3130166624602,813.794827149246,1206.57359854232,945.242685752945,2.2564563,76.2703108421196,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"28","2022-04-27 11:06:00 SS/TAK/CO/194/FF","2022","Apr","27","TAKAUNGU","Social marketing",2.41124318510847,2.27,1,13,289.349182213016,23,1234.17053367505,19.36043971858,2.58788242149836,451.770358474013,611.24719341097,931.832164302592,4.33540436,39.4837902705717,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"29","2022-04-27 11:20:00 SS/TAK/CO/144/FF","2022","Apr","27","TAKAUNGU","Social marketing",7.28591443888155,2.84333333333333,2,24,1047.03895341571,26.3333333333333,3350.75703954325,47.6572002836454,9.2626089443706,1413.60108760262,3156.18097117703,3059.54782532015,6.94081855,89.8366686231738,NA,50,0,0,0,50,NA,NA,"Social marketing",1
"30","2022-04-27 23:55:00 SS/TAK/CO/195/FF","2022","Apr","27","TAKAUNGU","Social marketing",3.35379337799151,2,1,12,670.758675598302,28,1466.96225302076,31.1915811963587,9.23476249684512,610.346120361934,904.930198906737,708.932014314708,2.2564563,57.2027331315897,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"31","2022-04-09 11:20:00 SS/TAK/CO/174/FF","2022","Apr","09","TAKAUNGU","Social marketing",0.822263312412969,2.15307692307692,2,13,112.413506806105,14.1538461538462,577.191818784887,6.72736370252228,1.05615927863756,156.939409963846,322.963011650649,237.776919060795,2.727043165,16.7224747207603,NA,50,0,0,0,50,NA,NA,"Social marketing",1
"32","2022-04-04 11:30:00 SS/TAK/CO/142/FF","2022","Apr","04","TAKAUNGU","Social marketing",0.115923978689258,2,1,1,13.910877442711,18,104.4807682805,1.16999982740972,0.138669963912858,21.4823566358111,31.8959830228545,20.7307640995991,5.90785359,3.25492512979305,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"33","2022-04-08 16:48:00 SS/KAN/CO/140/FF","2022","Apr","08","KANAMAI","Control",7.91487875080245,2,1,20,1582.97575016049,31.5,3461.99871490494,73.6114469171135,21.7938367743929,1440.40344595719,2135.61540471993,1673.0639915639,2.2564563,134.997194496872,NA,100,0,0,0,0,NA,NA,"Control",1
"34","2022-04-07 16:30:00 SS/KAN/CO/140/FF","2022","Apr","07","KANAMAI","Control",11.5302466392293,2,1,18,2306.04932784586,38,5043.3746750071,107.23577266914,31.7488518947153,2098.35267409478,3111.12439220397,2437.28818511458,12.2564563,196.661376271259,NA,100,0,0,0,0,NA,NA,"Control",1
"35","2022-04-06 16:00:00 SS/KAN/CO/140/FF","2022","Apr","06","KANAMAI","Control",9.63742346678769,2,1,16,1927.48469335754,37.0625,4215.4464657631,89.6317818982712,26.5369111231906,1753.88384443695,2600.39738642799,2037.17917625721,9.7564563,164.377139708268,NA,100,0,0,0,0,NA,NA,"Control",1
"36","2022-04-22 11:10:00 SS/TAK/CO/194/FF","2022","Apr","22","TAKAUNGU","Social marketing",14.6333332630269,3.084375,4,50,1538.88971056422,24.6,8959.14887726711,172.451174081318,42.6277373388988,2768.05615934542,10666.6013779744,11875.648186812,-7.30360132,130.02263796053,2.46966675348063,25,0,0,0,75,NA,NA,"Social marketing",1
"37","2022-04-22 23:30:00 SS/TAK/CO/174/FF","2022","Apr","22","TAKAUNGU","Social marketing",7.42346432532133,2,1,17,1484.69286506427,33,3247.05213605445,69.0411018702055,20.4407136104491,1350.97250782888,2003.02054759054,1569.1877597108,7.2564563,126.615566570037,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"38","2022-04-22 11:10:00 SS/TAK/CO/142/FF","2022","Apr","22","TAKAUNGU","Social marketing",1.62293570164962,2,1,14,194.752284197954,18,1462.73075592699,16.3799975837361,1.94137949478001,300.752992901355,446.543762319963,290.230697394388,5.90785359,45.5689518171027,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"39","2022-04-27 00:10:00 SS/TAK/CO/176/FF","2022","Apr","27","TAKAUNGU","Social marketing",8.04024755207462,3.07153846153846,2,26,1496.04330692925,27.6153846153846,3479.85256169098,64.1867807115064,18.3697066344094,1509.72253344978,2972.68989374259,2347.93699178914,3.40134452,116.118558268248,NA,50,0,0,0,50,NA,NA,"Social marketing",1
"40","2022-04-06 22:58:00 SS/TAK/CO/198/FF","2022","Apr","06","TAKAUNGU","Social marketing",3.69523915083392,2,2,22,599.939055739675,21.1818181818182,2422.93950513627,35.7450864423551,7.46699424851919,678.270586414961,1006.31569470508,724.5051365109,4.082154945,82.1921379403231,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"41","2022-04-06 23:50:00 SS/TAK/CO/195/FF","2022","Apr","06","TAKAUNGU","Social marketing",3.35379337799151,2,1,12,670.758675598302,28,1466.96225302076,31.1915811963587,9.23476249684512,610.346120361934,904.930198906737,708.932014314708,2.2564563,57.2027331315897,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"42","2022-04-27 11:31:00 SS/KAN/CO/135/FF","2022","Apr","27","KANAMAI","Control",1.69155451168496,2.586,3,7,278.957223934322,23,956.434789763618,12.3132575733659,2.77846656933894,312.752148034826,1670.79632555614,712.360504638186,5.02746113,20.1424473013368,NA,33.3333333333333,0,0,0,66.6666666666667,NA,NA,"Control",1
"43","2022-04-26 10:19:00 SS/KAN/CO/117/FF","2022","Apr","26","KANAMAI","Control",7.21459213954572,3.44828571428571,4,70,1231.24044586211,17.5,3859.45230130847,53.7969914797241,15.3192419702511,1326.68004958898,6161.74457337577,4037.76728069417,-1.892829126,104.47665698013,NA,20,0,0,0,80,NA,NA,"Control",1
"44","2022-04-22 03:48:00 SS/KAN/CO/024/FF","2022","Apr","22","KANAMAI","Control",5.62453490128934,2.46153846153846,3,26,893.558284184776,21.4615384615385,3504.1064050033,47.6389955389037,10.5134784807885,1044.48430588937,3179.24083521657,1571.21628487578,2.25143780666667,101.056894705871,NA,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Control",1
"45","2022-04-18 13:09:00 SS/KAN/CO/135/FF","2022","Apr","18","KANAMAI","Control",1.46102173861224,2,2,6,127.776552938076,23,450.754394374238,8.09086495559901,0.668934500231747,195.057402303276,229.3113210819,224.562095542182,-3.350979775,25.6613299454095,NA,0,0,100,0,0,NA,NA,"Control",1
"46","2022-04-11 10:41:00 SS/KAN/CO/135/FF","2022","Apr","11","KANAMAI","Control",0.532402303908649,2,1,2,63.8882764690379,23,225.377197187119,4.0454324777995,0.334467250115873,97.5287011516379,114.65566054095,112.281047771091,1.79804045,12.8306649727048,NA,0,0,100,0,0,NA,NA,"Control",1
"47","2022-04-18 12:30:00 SS/KUR/SG/011/FF","2022","Apr","18","KURUWITU","Social marketing",0.343547732913712,3.99,1,1,54.967637266194,28,145.731717954501,1.8957736231837,0.483512679683,68.2266266190921,191.246483550677,152.167885782147,4.54623274,3.28105054472862,NA,0,0,0,0,100,NA,NA,"Social marketing",1
"48","2022-04-28 10:40:00 SS/KUR/SG/077/FF","2022","Apr","28","KURUWITU","Social marketing",0.163804808493707,2,1,1,32.7609616987415,23,71.6488596168286,1.52344834896934,0.451041054647945,29.8103127094364,44.1982857097959,34.6254106176999,-2.7435437,2.79387597561188,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"49","2022-04-28 11:05:00 SS/KUR/SG/010/FF","2022","Apr","28","KURUWITU","Social marketing",1.2940597772431,2.745,3,4,170.504598291446,29.25,599.440615945284,8.98904367905235,0.98961898230278,237.233263983646,543.713715972315,340.53733881258,13.4169923,27.7421177422558,NA,25,0,25,0,50,NA,NA,"Social marketing",1
"50","2022-04-28 11:15:00 SS/KUR/SG/069/FF","2022","Apr","28","KURUWITU","Social marketing",1.67270272684124,2.389,3,20,236.044485202488,16.5,900.695347556014,15.2742095591658,2.46443051532736,315.331676257384,412.426916027576,695.100018224772,1.036488248,32.4743956810053,NA,60,0,0,0,40,NA,NA,"Social marketing",1
"51","2022-04-06 11:15:00 SS/KUR/SG/054/FF","2022","Apr","06","KURUWITU","Social marketing",2.30121097438202,2.5265,7,21,269.203479716374,16.8095238095238,1622.82436231358,18.2236805731144,3.06547577883508,388.812211687936,977.985729550279,614.566577824778,-0.937308458142857,45.3354292651204,NA,50,0,16.6666666666667,16.6666666666667,16.6666666666667,NA,NA,"Social marketing",1
"52","2022-04-11 11:55:00 SS/KUR/SG/054/FF","2022","Apr","11","KURUWITU","Social marketing",1.00594168547268,2.56727272727273,4,11,139.594528416634,18,525.796210868721,8.94496517680938,1.37066735500768,188.904639108166,251.490276353298,392.094074311383,-1.6725817575,20.0707412471326,NA,25,0,25,0,50,NA,NA,"Social marketing",1
"53","2022-04-11 12:00:00 SS/KUR/SG/082/FF","2022","Apr","11","KURUWITU","Social marketing",0.870603487048331,2.94714285714286,2,7,130.008120893233,19.4285714285714,473.05018751011,6.16871456634335,1.56229906962649,159.575393332536,569.275435889265,439.807838669832,0.532371693333333,11.4321808029095,NA,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Social marketing",1
"54","2022-04-13 11:00:00 SS/KUR/SG/082/FF","2022","Apr","13","KURUWITU","Social marketing",1.19631661540075,2.56111111111111,3,9,160.581795479712,19.1111111111111,583.488758009228,8.82844627608902,1.46562974585393,219.55909684837,515.342804142004,437.759731441635,-0.313416276666667,21.8196166499046,NA,33.3333333333333,0,33.3333333333333,0,33.3333333333333,NA,NA,"Social marketing",1
"55","2022-04-14 11:50:00 SS/KUR/SG/099/FF","2022","Apr","14","KURUWITU","Social marketing",1.69937189974441,2.74466666666667,5,15,225.15054795583,16.3333333333333,1115.91125959058,13.5789701028734,2.28601799563199,316.344947700312,862.501444320278,586.920531915869,-0.537396705714286,31.5249367973206,NA,57.1428571428571,0,14.2857142857143,0,28.5714285714286,NA,NA,"Social marketing",1
"56","2022-04-14 12:20:00 SS/KUR/SG/100/FF","2022","Apr","14","KURUWITU","Social marketing",1.04816340911739,2.58666666666667,4,9,129.856807832226,15.7777777777778,658.32494110405,8.54891720308785,1.09029260967715,197.449062389812,272.444472446974,266.709658191544,-4.23226569,21.8401401092356,NA,25,25,25,0,25,NA,NA,"Social marketing",1
"57","2022-04-17 12:00:00 SS/KUR/SG/043/FF","2022","Apr","17","KURUWITU","Social marketing",0.210105917743925,3.44,1,2,33.6169468390279,18,50.9581295678004,0.557126167586183,0.236367268609715,38.3990717824777,456.638896870434,140.557221848154,1.15264671,1.03573270717565,NA,0,0,0,0,100,NA,NA,"Social marketing",1
"58","2022-04-17 11:50:00 SS/KUR/SG/082/FF","2022","Apr","17","KURUWITU","Social marketing",1.34141898383995,3.02333333333333,6,10,157.900424449707,18.5,488.843345759513,6.08396297977125,1.74231103639534,177.332658162121,992.628958613117,460.863894880204,-2.83688996166667,13.5650003744044,NA,40,0,20,0,40,NA,NA,"Social marketing",1
"59","2022-04-18 12:00:00 SS/KUR/SG/100/FF","2022","Apr","18","KURUWITU","Social marketing",1.49652723144125,2.759166673,4,12,207.884141473423,16.3333333333333,1058.67048957485,14.2007143061429,2.29821279075143,278.854079131135,928.997826183404,463.843545005992,1.306431355,35.4888935221473,NA,50,0,0,0,50,NA,NA,"Social marketing",1
"60","2022-04-18 12:01:00 SS/KUR/SG/099/FF","2022","Apr","18","KURUWITU","Social marketing",1.69288671015294,2.5580000076,4,10,205.129310113952,16.5,1515.54597586479,16.447352427108,2.1836120991426,319.024804325566,568.316837406322,353.31737721948,0.4845971075,41.2390260874695,NA,75,0,0,0,25,NA,NA,"Social marketing",1
"61","2022-04-18 12:00:00 SS/KUR/SG/082/FF","2022","Apr","18","KURUWITU","Social marketing",1.47468157024774,2.92411764705882,7,17,246.077564804347,17.4117647058824,794.668911280807,10.8023710213513,2.93019771156754,270.756504288133,1264.02771506599,753.326255215405,-0.892157788571429,21.9918076185388,NA,42.8571428571429,0,0,0,57.1428571428571,NA,NA,"Social marketing",1
"62","2022-04-25 10:10:00 SS/KUR/SG/100/FF","2022","Apr","25","KURUWITU","Social marketing",0.459509330460191,2.162,2,5,55.1411196552229,18,185.676538403644,3.20745416428947,0.468439940617728,86.0149621821034,121.502241577679,184.50884921902,-6.393908065,6.93981099849068,NA,50,0,50,0,0,NA,NA,"Social marketing",1
"63","2022-04-26 11:00:00 SS/KUR/SG/099/FF","2022","Apr","26","KURUWITU","Social marketing",0.537581037618392,2.745,2,8,99.4813022626261,20.5,230.32060399186,4.05962766779623,1.11184092612649,98.0380799584486,270.389165731853,151.207051626645,0.11874694,8.52182326419321,NA,50,0,0,0,50,NA,NA,"Social marketing",1
"64","2022-04-27 11:22:00 SS/KUR/SG/082/FF","2022","Apr","27","KURUWITU","Social marketing",2.40203796351387,2.8192,7,25,323.915663213384,16.4,1489.04978716743,17.566564388532,3.83856990906347,441.45450411445,1484.41489602402,932.182893504192,0.797954343666667,39.2627581273977,NA,44.4444444444444,0,11.1111111111111,11.1111111111111,33.3333333333333,NA,NA,"Social marketing",1
"65","2022-04-27 10:40:00 SS/KUR/SG/054/FF","2022","Apr","27","KURUWITU","Social marketing",0.839019449078952,2.78,2,6,53.1362781940818,16.3333333333333,413.08802359401,4.329784654594,0.579625493687425,84.2337770243486,117.444681342354,90.0151422904682,-5.077394795,10.4018575201203,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"66","2022-04-27 11:40:00 SS/KUR/SG/082/FF","2022","Apr","27","KURUWITU","Social marketing",2.40203796351387,2.8192,7,25,323.915663213384,16.4,1489.04978716743,17.566564388532,3.83856990906347,441.45450411445,1484.41489602402,932.182893504192,0.797954343666667,39.2627581273977,NA,44.4444444444444,0,11.1111111111111,11.1111111111111,33.3333333333333,NA,NA,"Social marketing",1
"67","2022-04-06 01:30:00 SS/KUR/SG/035/FF","2022","Apr","06","KURUWITU","Social marketing",4.18029763947411,2.11294118094118,2,17,819.953888954065,26.2352941176471,1836.61788530152,38.306103205266,11.1173395046776,755.118410855418,2073.76704656624,920.881791217205,4.28761089,76.8915053264834,NA,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Social marketing",1
"68","2022-04-06 01:30:00 SS/KUR/SG/049/FF","2022","Apr","06","KURUWITU","Social marketing",4.19224172248939,2,1,15,838.448344497878,28,1833.70281627595,38.9894764954484,11.5434531210564,762.932650452418,1131.16274863342,886.165017893386,2.2564563,71.5034164144872,NA,100,0,0,0,0,NA,NA,"Social marketing",1
"69","2022-04-06 01:30:00 SS/KUR/SG/038/FF","2022","Apr","06","KURUWITU","Social marketing",0.699778550783464,2.17,1,1,83.9734260940156,33,233.695465086018,4.36840080775801,0.726246981686083,132.415144145079,93.5400619234024,290.35461876915,8.38145364,7.48121420985535,0.699778550783464,0,100,0,0,0,NA,NA,"Social marketing",1
"70","2022-04-09 10:20:00 SS/KUR/SG/048/FF","2022","Apr","09","KURUWITU","Social marketing",0.429495922326726,3.43,1,1,85.8991844653451,28,266.735944312082,5.37406287910419,1.13384243010204,82.5089978731344,81.9008238732436,214.371517651102,4.19519058,12.1780581416855,NA,0,0,0,0,100,NA,NA,"Social marketing",1
"71","2022-04-09 11:00:00 SS/KUR/SG/034/FF","2022","Apr","09","KURUWITU","Social marketing",0.791606854831003,2.29571428571429,3,21,97.9376372974549,13,378.762022217204,6.15148094743742,0.766859684867606,147.303445966624,244.191570392838,265.783160666849,-6.65762042333333,14.4283958474757,NA,33.3333333333333,0,33.3333333333333,0,33.3333333333333,NA,NA,"Social marketing",1
"72","2022-04-06 10:20:00 SS/KAN/CO/013/FF","2022","Apr","06","KANAMAI","Control",3.01407703405754,2.44931034482759,3,29,378.713045718527,16.448275862069,2077.32677009291,25.7975785954795,3.94255687546266,565.874665397334,1010.83625108165,1009.10115702088,-1.2644186275,56.1985025016817,0.212797520395276,75,0,0,0,25,NA,NA,"Control",1
"73","2022-04-04 10:20:00 SS/KAN/CO/012/FF","2022","Apr","04","KANAMAI","Control",1.88097590889767,2.579230778,3,26,247.057090309743,15.6923076923077,1140.86518970621,14.0650817937933,2.97956274229802,349.967551808932,967.178415866328,849.344354669079,0.115828093749999,25.5926742485128,NA,50,0,0,0,50,NA,NA,"Control",1
"74","2022-04-13 10:20:00 SS/KAN/CO/013/FF","2022","Apr","13","KANAMAI","Control",2.84627583975165,2.40933333333333,3,30,358.576902401821,16.6666666666667,1733.28537168493,23.3779860130401,3.61792967212933,532.676473834577,961.105985651046,1056.55636341951,-0.144454030000001,49.0878074469269,NA,80,0,0,0,20,NA,NA,"Control",1
"75","2022-04-13 10:30:00 SS/KAN/CO/136/FF","2022","Apr","13","KANAMAI","Control",1.1202523652437,2.27,1,14,134.430283829244,16.5714285714286,573.389887839686,8.99477021680901,1.20231813263818,209.890406638823,283.982602168105,432.9248880897,-0.664595640000002,18.3439852572997,NA,100,0,0,0,0,NA,NA,"Control",1
"76","2022-04-12 10:25:00 SS/KAN/CO/084/FF","2022","Apr","12","KANAMAI","Control",1.97072173801358,2.4596,2,25,262.022311009062,16.8,1036.13463178542,15.001823235208,2.74300813324357,365.693473695308,848.154064754085,864.951837880187,-2.80096164,29.4464725849248,0.319196280592914,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Control",1
"77","2022-04-20 10:10:00 SS/KAN/CO/012/FF","2022","Apr","20","KANAMAI","Control",2.36649248551669,2.458571434,5,21,287.899111082628,16.8095238095238,1814.22922305001,20.5420712071749,3.2874354236674,444.175552777779,875.898579583775,759.011153096944,2.45272939583333,45.1702311977274,NA,66.6666666666667,0,0,0,33.3333333333333,NA,NA,"Control",1
"78","2022-04-20 10:10:00 SS/KAN/CO/013/FF","2022","Apr","20","KANAMAI","Control",1.79911740737459,2.28,3,23,224.405989700761,16.0434782608696,1155.73821315632,15.3677767120486,2.21148952586474,334.71648191744,584.813880388306,609.385796995149,1.29137110333333,35.3024582122456,NA,83.3333333333333,0,0,0,16.6666666666667,NA,NA,"Control",1
"79","2022-04-21 04:10:00 SS/KAN/CO/018/FF","2022","Apr","21","KANAMAI","Control",1.73135953880869,2,1,19,346.271907761738,17.7368421052632,757.30338860673,16.1023162575337,4.76734620637862,315.084579866502,467.160422617183,365.978480786939,-7.7435437,29.5302919682599,NA,100,0,0,0,0,NA,NA,"Control",1
