"","trap_type","survey_id","N","median_length","sd","se","ci"
"425","Control","2021-11-12 12:30:00 SS/UYO/SB/091/FF",41,25.8048780487805,4.87964912773,0.762073160974049,1.54020731125756
"426","Control","2021-11-12 12:30:00 SS/UYO/SB/094/FF",21,21.3333333333333,2.88675134594813,0.629940788348712,1.31403345843726
"427","Control","2021-11-12 12:30:00 SS/UYO/SB/099/FF",31,23.4838709677419,3.94859441440399,0.709188492380264,1.44835612431401
"428","Control","2021-11-13 12:30:00 SS/MAY/SB/033/FF",56,30.5,5.30865502569325,0.709398867525705,1.42166709973612
"429","Control","2021-11-13 12:42:00 SS/MAY/SB/033/FF",56,30.5,5.30865502569325,0.709398867525705,1.42166709973612
"430","Control","2021-11-13 13:36:00 SS/MAY/SB/036/FF",48,28.9375,4.08112547055135,0.589059722254865,1.18503530826652
"431","Control","2021-11-15 07:30:00 SS/UYO/SB/071/FF",12,27.1666666666667,4.17423554968361,1.20499800913537,2.65218273604692
"432","Control","2021-11-16 12:35:00 SS/MAY/SB/001/FF",33,28.6060606060606,8.54743892175967,1.48791813192442,3.03079005525572
"433","Control","2021-11-16 12:35:00 SS/MAY/SB/045/FF",33,28.6060606060606,8.54743892175967,1.48791813192442,3.03079005525572
"434","Control","2021-11-17 08:30:00 SS/UYO/SB/085/FF",36,25.5,3.27326835353989,0.545544725589981,1.10751467263538
"435","Control","2021-11-17 08:30:00 SS/UYO/SB/094/FF",12,26.75,4.33012701892219,1.25,2.75123145011455
"436","Control","2021-11-19 09:30:00 SS/UYO/SB/071/FF",12,18.8333333333333,2.88675134594813,0.833333333333333,1.83415430007637
"437","Control","2021-11-19 09:30:00 SS/UYO/SB/089/FF",33,20.5757575757576,6.01056519300755,1.04630509976766,2.1312537451491
"438","Control","2021-11-19 09:30:00 SS/UYO/SB/093/FF",6,23.8333333333333,4.91596040125088,2.00693242979872,5.15898404939003
"439","Control","2021-11-19 09:30:00 SS/UYO/SB/099/FF",18,23.5555555555556,3.38199770797262,0.797144504421599,1.68182789321291
"440","Control","2021-11-22 10:30:00 SS/UYO/SB/085/FF",55,23.7272727272727,1.77903995598277,0.239885698728039,0.480941868912365
"441","Control","2021-11-22 10:30:00 SS/UYO/SB/091/FF",66,25.8030303030303,4.97136321489913,0.611932510321743,1.22211361374103
"442","Control","2021-11-22 10:30:00 SS/UYO/SB/095/FF",21,22.2857142857143,4.26781978465419,0.931314629314664,1.94268827465435
"443","Control","2021-11-22 10:30:00 SS/UYO/SB/099/FF",34,22.8529411764706,3.98582604602386,0.683563527517253,1.39072045351228
"444","Control","2021-11-22 10:30:00 SS/UYO/SB/100/FF",31,22.5161290322581,3.73158561241675,0.670212560956878,1.36875665310935
"445","Control","2021-11-24 11:30:00 SS/UYO/SB/039/FF",11,27.0909090909091,3.01511344577764,0.909090909090909,2.02558077453298
"446","Control","2021-11-24 11:30:00 SS/UYO/SB/071/FF",16,19.5625,2.39356776939085,0.598391942347711,1.27544223358366
"447","Control","2021-11-24 11:30:00 SS/UYO/SB/085/FF",35,22,4.97050121747708,0.840168050416806,1.70742690736373
"448","Control","2021-11-24 11:30:00 SS/UYO/SB/091/FF",38,24.3157894736842,2.23129174995107,0.361963318634409,0.733407348110043
"449","Control","2021-11-24 11:30:00 SS/UYO/SB/099/FF",33,23.4545454545455,4.39524536495766,0.765114010481976,1.55848623949922
"450","Control","2021-11-24 11:30:00 SS/UYO/SB/100/FF",52,22.9038461538462,3.63673854847787,0.504324896615132,1.01247447741075
"451","Control","2021-11-26 12:30:00 SS/UYO/SB/089/FF",24,22.7916666666667,4.03225222065963,0.823080037901704,1.70267078438936
"452","Control","2021-11-26 12:30:00 SS/UYO/SB/090/FF",27,25.037037037037,3.73632358878537,0.719055809921593,1.47804038532103
"453","Control","2021-11-26 12:30:00 SS/UYO/SB/091/FF",72,23.9722222222222,3.99285355343989,0.470562303987024,0.938274585193084
"454","Control","2021-11-26 12:30:00 SS/UYO/SB/095/FF",26,24.9230769230769,4.70678724331642,0.923076923076923,1.90111251023381
"455","Control","2021-11-26 12:30:00 SS/UYO/SB/100/FF",41,24.5853658536585,4.66891641473746,0.729162240433012,1.47369185967975
"456","Control","2021-11-29 07:00:00 SS/UYO/SB/039/FF",21,22.2857142857143,4.551294949164,0.993173981648296,2.07172462249384
"457","Control","2021-11-29 07:00:00 SS/UYO/SB/089/FF",35,18.7142857142857,1.77517900624182,0.300060018006002,0.609795324058473
"458","Control","2021-11-29 07:00:00 SS/UYO/SB/090/FF",46,23.3260869565217,3.71216826621787,0.547329350747295,1.10237790017408
"459","Control","2021-11-29 07:00:00 SS/UYO/SB/091/FF",34,23.5882352941176,3.42997170285018,0.588235294117647,1.19677370438196
"460","Control","2021-11-29 07:00:00 SS/UYO/SB/094/FF",29,23.3448275862069,2.28779154377825,0.424832224400501,0.870229362526746
"461","Control","2021-11-29 07:00:00 SS/UYO/SB/095/FF",21,21.0952380952381,4.60331143748456,1.00452490998709,2.09540224410111
"462","Control","2021-11-29 07:00:00 SS/UYO/SB/100/FF",69,23.8695652173913,4.61427785274162,0.555493775677071,1.10847057096625
"463","Control","2021-11-29 12:45:00 SS/MAY/SB/074/FF",49,29.530612244898,6.225291294444,0.889327327777714,1.78811243613495
"464","Control","2021-11-29 13:15:00 SS/MAY/SB/010/FF",33,28.7575757575758,4.69727516113267,0.817690649428898,1.66558134845727
"465","Control","2021-12-02 12:40:00 SS/MAY/SB/036/FF",17,28.2941176470588,5.14495755427526,1.24783549621155,2.64529308097526
"466","Control","2021-12-02 13:47:00 SS/MAY/SB/042/FF",82,17.9390243902439,5.7998458067533,0.640485823438566,1.27436588326375
"467","Control","2021-12-02 14:32:00 SS/MAY/SB/064/FF",52,21.6538461538462,6.57650188731871,0.911996721842819,1.83090981735289
"468","Control","2022-02-01 08:30:00 SS/UYO/SB/085/FF",21,21.0952380952381,5.35634914755155,1.16885121034606,2.43818090007434
"469","Control","2022-02-01 08:30:00 SS/UYO/SB/086/FF",25,22.6,4.06201920231798,0.812403840463596,1.6767191177939
"470","Control","2022-02-01 08:30:00 SS/UYO/SB/088/FF",9,20.2222222222222,2.63523138347365,0.878410461157883,2.02561815583668
"471","Control","2022-02-01 08:30:00 SS/UYO/SB/091/FF",42,19.6666666666667,4.22920546459836,0.652580570865512,1.31791319937692
"472","Control","2022-02-01 08:30:00 SS/UYO/SB/093/FF",17,26.2352941176471,3.5094410481711,0.85116447814634,1.80438808773132
"473","Control","2022-02-01 08:30:00 SS/UYO/SB/094/FF",26,21.8461538461538,3.55181427095852,0.696568087549032,1.43460883092487
"474","Control","2022-02-01 12:09:00 SS/MAY/SB/033/FF",47,32.468085106383,3.33526000439955,0.486497672185008,0.979269023225749
"475","Control","2022-02-01 12:29:00 SS/MAY/SB/036/FF",55,29.4545454545455,4.04519917477945,0.545454545454545,1.09357052082985
"476","Control","2022-02-01 12:38:00 SS/MAY/SB/013/FF",67,30.089552238806,4.18775756614872,0.511616014955302,1.02147433162593
"477","Control","2022-02-01 12:40:00 SS/MAY/SB/076/FF",53,28.9433962264151,3.54322264405867,0.486699060583664,0.976633114946734
"478","Control","2022-02-01 12:41:00 SS/MAY/SB/014/FF",60,31.3333333333333,3.6437393098563,0.470404722166492,0.941277674886047
"479","Control","2022-02-01 12:42:00 SS/MAY/SB/019/FF",37,30.027027027027,4.92435267311849,0.809558592595109,1.64186092508432
"480","Control","2022-02-01 12:44:00 SS/MAY/SB/068/FF",45,31.4444444444444,3.34090050160375,0.498032041843275,1.00371762816496
"481","Control","2022-02-01 12:48:00 SS/MAY/SB/004/FF",44,31.1818181818182,3.90153653257413,0.588178762927846,1.18617552294806
"482","Control","2022-02-01 13:15:00 SS/MAY/SB/033/FF",51,28.1960784313725,4.79174126114145,0.670977985579164,1.34769894695404
"483","Control","2022-02-01 13:15:00 SS/MAY/SB/034/FF",61,30.5409836065574,4.43686740276592,0.56808265892612,1.13633450537399
"484","Control","2022-02-01 13:15:00 SS/MAY/SB/066/FF",24,28.625,6.64511916338994,1.3564292691913,2.80598773070773
"485","Control","2022-02-02 09:00:00 SS/UYO/SB/085/FF",45,25,5.78005976691339,0.861640436855329,1.73652219726779
"486","Control","2022-02-02 09:00:00 SS/UYO/SB/088/FF",21,21.5714285714286,2.80305955290694,0.611677741841197,1.27593741098686
"487","Control","2022-02-02 09:00:00 SS/UYO/SB/092/FF",20,23.5,4.55954753064496,1.01954582251634,2.13393393109821
"488","Control","2022-02-02 09:00:00 SS/UYO/SB/100/FF",107,21.6448598130841,4.09613793355745,0.395988600453409,0.78508591494928
"489","Control","2022-02-03 12:25:00 SS/MAY/SB/001/FF",54,29.4814814814815,6.4156081514133,0.873053686700168,1.75112393579636
"490","Control","2022-02-03 12:29:00 SS/MAY/SB/019/FF",21,33.9523809523809,3.74801534783664,0.817884001777032,1.70607613181042
"491","Control","2022-02-03 12:41:00 SS/MAY/SB/004/FF",85,28.0588235294118,5.26071003078588,0.570604117714789,1.13470886450377
"492","Control","2022-02-05 12:18:00 SS/MAY/SB/068/FF",35,30,3.01954418063779,0.510396122321352,1.03724971716462
"493","Control","2022-02-05 12:39:00 SS/MAY/SB/014/FF",51,30.156862745098,5.02542555021804,0.703700331173583,1.41342371236702
"494","Control","2022-02-05 12:45:00 SS/MAY/SB/011/FF",54,30.4074074074074,3.85353803871107,0.524400105513754,1.05181341157848
"495","Control","2022-02-05 12:50:00 SS/MAY/SB/066/FF",40,31.375,3.46918670732153,0.548526581175799,1.1094997351431
"496","Control","2022-02-05 13:15:00 SS/MAY/SB/045/FF",48,30.6041666666667,2.52426170654324,0.36434579394445,0.732969194685088
"497","Control","2022-02-07 12:18:00 SS/MAY/SB/018/FF",51,30.843137254902,3.35483262783471,0.469770531400429,0.943561881440748
"498","Control","2022-02-07 12:40:00 SS/MAY/SB/006/FF",49,29.9387755102041,3.03045763365663,0.432922519093805,0.870449064248244
"499","Control","2022-02-07 12:40:00 SS/MAY/SB/019/FF",47,31.7234042553191,3.37318149178239,0.492029089619693,0.990403189035813
"500","Control","2022-02-07 12:49:00 SS/MAY/SB/033/FF",66,29.6666666666667,4.23659272868162,0.52148851564562,1.04148448338694
"501","Control","2022-02-07 12:49:00 SS/MAY/SB/068/FF",34,30.3529411764706,3.53238140070849,0.60579841240522,1.23250613720894
"502","Control","2022-02-07 13:00:00 SS/MAY/SB/039/FF",17,24.7647058823529,3.5094410481711,0.85116447814634,1.80438808773132
"503","Control","2022-02-07 13:00:00 SS/UYO/SB/085/FF",45,21.8888888888889,2.35702260395516,0.351364184463153,0.708127984187916
"504","Control","2022-02-07 13:00:00 SS/UYO/SB/086/FF",24,22.7916666666667,1.02062072615966,0.208333333333333,0.430970335503968
"505","Control","2022-02-07 13:00:00 SS/UYO/SB/091/FF",46,23.3260869565217,4.52182041918757,0.666706047986172,1.34281491063631
"506","Control","2022-02-07 13:00:00 SS/UYO/SB/099/FF",18,21.6111111111111,3.75951950761059,0.886127245944853,1.86956506743699
"507","Control","2022-02-07 13:00:00 SS/UYO/SB/100/FF",39,24.4102564102564,3.43141791099423,0.549466615021216,1.11233700871341
"508","Control","2022-02-07 13:15:00 SS/MAY/SB/066/FF",53,30.9245283018868,3.16743682229371,0.435080908182107,0.873053714346963
"509","Control","2022-02-09 10:00:00 SS/MAY/SB/039/FF",23,19.304347826087,2.2448887927244,0.468091671238222,0.970762710291134
"510","Control","2022-02-09 10:00:00 SS/UYO/SB/085/FF",56,21.9285714285714,3.530939318019,0.471841613625583,0.945591724325082
"511","Control","2022-02-09 10:00:00 SS/UYO/SB/088/FF",24,23.4166666666667,4.40273301155254,0.89870411266757,1.85911110218467
"512","Control","2022-02-09 10:00:00 SS/UYO/SB/093/FF",22,27.3181818181818,6.03471199956957,1.28660492130803,2.67564140704695
"513","Control","2022-02-09 10:00:00 SS/UYO/SB/100/FF",67,22.3283582089552,3.68201221214002,0.449829386070277,0.898113346827077
"514","Control","2022-02-09 12:46:00 SS/MAY/SB/001/FF",37,29.0810810810811,4.27121098088625,0.70218275982522,1.42409264279343
"515","Control","2022-02-09 12:46:00 SS/MAY/SB/014/FF",19,29.8421052631579,4.1534879304392,0.952875481684229,2.00191710107569
"516","Control","2022-02-09 12:48:00 SS/MAY/SB/068/FF",9,30.2222222222222,2.63523138347365,0.878410461157883,2.02561815583668
"517","Control","2022-02-09 12:49:00 SS/MAY/SB/019/FF",15,31.3333333333333,2.43975018237133,0.629940788348712,1.35108861702676
"518","Control","2022-02-09 13:15:00 SS/MAY/SB/066/FF",27,31.3333333333333,5.71771874896866,1.10037548628921,2.26185420562843
"519","Control","2022-02-09 13:37:00 SS/MAY/SB/070/FF",42,21.6904761904762,3.67249563076062,0.56667837854751,1.14443020253998
"520","Control","2022-02-09 13:39:00 SS/MAY/SB/003/FF",42,31.8095238095238,5.03760538950749,0.777319387388094,1.56982834994865
"521","Control","2022-02-11 11:00:00 SS/UYO/SB/088/FF",23,20.3913043478261,2.55376959227625,0.532497770170256,1.10433278427504
"522","Control","2022-02-11 11:00:00 SS/UYO/SB/089/FF",85,21.5882352941176,5.15311768240737,0.558934089019022,1.11150173262549
"523","Control","2022-02-11 12:15:00 SS/MAY/SB/014/FF",27,29.4814814814815,4.34449581362946,0.836098609164056,1.71862530474508
"524","Control","2022-02-11 12:30:00 SS/MAY/SB/019/FF",28,29.0714285714286,4.3794856067687,0.827644984706913,1.6981872364335
"525","Control","2022-02-11 12:32:00 SS/MAY/SB/027/FF",55,20.1818181818182,4.78845412730381,0.645675022807955,1.29450048012802
"526","Control","2022-02-11 12:37:00 SS/MAY/SB/035/FF",43,25.093023255814,5.4807626923561,0.835808474916582,1.68672979028974
"527","Control","2022-02-11 12:45:00 SS/MAY/SB/066/FF",18,31.8888888888889,4.04226041727222,0.952769917458382,2.01016881394466
"528","Control","2022-02-11 12:47:00 SS/MAY/SB/077/FF",10,26.5,4.11636301174282,1.30170827931778,2.94466870793243
"529","Control","2022-02-11 12:49:00 SS/MAY/SB/033/FF",46,24.195652173913,5.79125611098276,0.8538741295973,1.71979077809961
"530","Control","2022-02-13 12:16:00 SS/MAY/SB/014/FF",10,27.5,3.68932393686311,1.16666666666667,2.63918335659791
"531","Control","2022-02-13 12:22:00 SS/MAY/SB/033/FF",73,31.3561643835616,6.40392644965593,0.749522898227373,1.49414658999508
"532","Control","2022-02-13 12:39:00 SS/MAY/SB/019/FF",22,28.4545454545455,4.60566186471838,0.981930408849676,2.0420360728029
"533","Control","2022-02-13 12:40:00 SS/MAY/SB/076/FF",58,30.9310344827586,3.38138385957697,0.443997452730492,0.889089563106003
"534","Control","2022-02-13 12:53:00 SS/MAY/SB/035/FF",30,19.6666666666667,6.47719252365604,1.18256815150341,2.41862343729685
"535","Control","2022-02-13 13:40:00 SS/MAY/SB/033/FF",73,31.3561643835616,6.40392644965593,0.749522898227373,1.49414658999508
"536","Control","2022-02-13 13:50:00 SS/MAY/SB/066/FF",45,30.8888888888889,4.70600304360979,0.701529513855494,1.41383983473966
"537","Control","2022-02-13 13:53:00 SS/MAY/SB/043/FF",54,21.2407407407407,3.6545922787596,0.497327016715346,0.997511672140188
"538","Control","2022-02-14 13:00:00 SS/UYO/SB/089/FF",52,23.2884615384615,3.03790780986468,0.421282014561523,0.845758935159674
"539","Control","2022-02-15 12:46:00 SS/MAY/SB/036/FF",25,32.8,7.7028133388609,1.54056266777218,3.17956507411283
"540","Control","2022-02-15 12:49:00 SS/MAY/SB/045/FF",66,30.7272727272727,5.48997815477076,0.675769596514699,1.34960507853827
"541","Control","2022-02-15 15:12:00 SS/MAY/SB/066/FF",35,31.2857142857143,4.0115379812224,0.678073678567032,1.37801151018072
"542","Control","2022-02-16 12:43:00 SS/MAY/SB/027/FF",61,19.7213114754098,7.12304042653366,0.912011871849254,1.82429536091121
"543","Control","2022-02-17 12:11:00 SS/MAY/SB/077/FF",43,31.2558139534884,5.10412075939307,0.778371118612412,1.57081651247403
"544","Control","2022-02-17 12:30:00 SS/MAY/SB/034/FF",33,30.1212121212121,5.00473260872631,0.871212121212121,1.77460101892357
"545","Control","2022-02-17 12:38:00 SS/MAY/SB/072/FF",39,33.1282051282051,6.63792725725468,1.06291903679666,2.15176709480208
"546","Control","2022-02-17 12:47:00 SS/MAY/SB/011/FF",33,32.3939393939394,4.96197663448873,0.863769261438741,1.75944040968048
"547","Control","2022-02-17 12:47:00 SS/MAY/SB/031/FF",33,32.3939393939394,4.96197663448873,0.863769261438741,1.75944040968048
"548","Control","2022-02-17 13:38:00 SS/MAY/SB/006/FF",39,33.1282051282051,6.63792725725468,1.06291903679666,2.15176709480208
"549","Control","2022-02-17 13:44:00 SS/MAY/SB/066/FF",14,33,3.39683110243379,0.907841299003204,1.96127188740899
"550","Control","2022-02-17 13:44:00 SS/MAY/SB/068/FF",38,30.6315789473684,3.80910043031074,0.617917685034807,1.25202015618992
"551","Control","2022-02-17 13:48:00 SS/MAY/SB/033/FF",13,31.0769230769231,2.53184841770917,0.702208407057905,1.52998068639795
"552","Control","2022-03-07 00:05:00 SS/UYO/SB/090/FF",31,20.741935483871,2.52939705510337,0.454293122027475,0.92779033020381
"553","Control","2022-03-07 00:05:00 SS/UYO/SB/100/FF",20,26.5,2.35081172990814,0.525657483037847,1.10021375637794
"554","Control","2022-03-28 00:05:00 SS/UYO/SB/090/FF",23,20.3913043478261,3.95128437616731,0.823899746469401,1.70866349485584
"555","Control","2022-03-28 00:05:00 SS/UYO/SB/091/FF",48,22.7916666666667,3.25483818817552,0.469795426027952,0.945106491705366
"556","Control","2022-03-28 00:05:00 SS/UYO/SB/094/FF",20,21.5,3.28473342665893,0.734488722997519,1.53730256492545
"557","Control","2022-03-28 00:05:00 SS/UYO/SB/100/FF",51,22.9019607843137,4.30002279975716,0.602123628736631,1.20940090111014
"558","Control","2022-04-04 05:30:00 SS/UYO/SB/089/FF",23,24.0869565217391,4.25241154553145,0.88668910174603,1.8388806477151
"559","Control","2022-04-04 15:30:00 SS/UYO/SB/095/FF",6,26.3333333333333,6.05530070819498,2.47206616236522,6.35464837346721
"560","Control","2022-04-07 12:52:00 SS/MAY/SB/002/FF",30,31.6666666666667,2.24888222554402,0.410587841367626,0.83974642386435
"561","Control","2022-04-11 12:17:00 SS/MAY/SB/033/FF",43,27.6511627906977,3.68319039324174,0.561681269232149,1.13351869225324
"562","Control","2022-04-11 12:37:00 SS/MAY/SB/026/FF",33,29.8181818181818,3.26395604916933,0.568181818181818,1.15734849060233
"563","Control","2022-04-18 11:00:00 SS/UYO/SB/085/FF",18,24.1111111111111,2.13896315973249,0.504158451651683,1.06368135499105
"564","Control","2022-04-18 11:00:00 SS/UYO/SB/088/FF",22,21.1818181818182,2.46182981958665,0.524863881081478,1.09151419369454
"565","Control","2022-04-18 11:00:00 SS/UYO/SB/091/FF",59,23.4237288135593,1.40446811420218,0.182846174295274,0.366006383995916
"566","Control","2022-04-18 11:00:00 SS/UYO/SB/099/FF",42,23.3571428571429,1.30330590107503,0.20110446656124,0.406138709559182
"567","Control","2022-04-18 12:43:00 SS/MAY/SB/043/FF",38,29.0526315789474,4.21674505200047,0.684046374881627,1.38600960914754
"568","Control","2022-04-18 12:50:00 SS/MAY/SB/042/FF",39,31.2051282051282,4.36601400279529,0.699121761754769,1.41529801436021
"569","Control","2022-04-19 11:30:00 SS/MAY/SB/039/FF",9,20.7777777777778,2.63523138347365,0.878410461157883,2.02561815583668
"570","Control","2022-04-19 11:30:00 SS/UYO/SB/085/FF",35,24.1428571428571,2.73477450562906,0.462261261831095,0.939427911226522
"571","Control","2022-04-19 11:30:00 SS/UYO/SB/091/FF",114,22.780701754386,3.41718398770649,0.320048603845005,0.634074007995807
"572","Control","2022-04-19 13:00:00 SS/UYO/SB/091/FF",114,22.780701754386,3.41718398770649,0.320048603845005,0.634074007995807
"573","Control","2022-04-20 00:05:00 SS/UYO/SB/071/FF",22,23,3.08606699924184,0.657951694959769,1.36828545400038
"574","Control","2022-04-20 00:05:00 SS/UYO/SB/085/FF",32,20.34375,2.83536849741423,0.501227072921079,1.02225935492045
"575","Control","2022-04-20 00:05:00 SS/UYO/SB/088/FF",29,21.9655172413793,2.79646152205514,0.519289868037143,1.06371707434919
"576","Control","2022-04-20 00:05:00 SS/UYO/SB/091/FF",50,22.1,3.59846906223143,0.508900375158768,1.02267359208484
"577","Control","2022-04-20 00:05:00 SS/UYO/SB/100/FF",71,23.8450704225352,4.05197619272354,0.480881102496246,0.959087117167957
"578","Control","2022-04-25 07:00:00 SS/UYO/SB/039/FF",19,20.8947368421053,3.46241304491062,0.794332029661177,1.66882966838456
"579","Control","2022-04-25 07:00:00 SS/UYO/SB/086/FF",35,22.1428571428571,1.91192630215549,0.323174529798814,0.656769663734974
"580","Control","2022-04-25 07:00:00 SS/UYO/SB/090/FF",18,22.1666666666667,3.09173471200421,0.728728860162672,1.53748350118792
"581","Control","2022-04-25 07:00:00 SS/UYO/SB/100/FF",35,26.1428571428571,2.99158483615838,0.505670130532114,1.02764534629986
"582","Control","2022-04-26 07:30:00 SS/UYO/SB/039/FF",18,20.2222222222222,2.55654996282457,0.602584605051823,1.27134238670087
"583","Control","2022-04-26 07:30:00 SS/UYO/SB/088/FF",22,23.6818181818182,2.33781264548038,0.498423330721621,1.03652805910397
"584","Control","2022-04-26 07:30:00 SS/UYO/SB/089/FF",32,23.15625,2.37064541368366,0.419074861951125,0.854708815996039
"585","Control","2022-04-26 07:30:00 SS/UYO/SB/091/FF",48,24.25,3.92753509403718,0.566890860948517,1.14043731183328
"586","Control","2022-04-26 07:30:00 SS/UYO/SB/095/FF",26,21.6538461538462,3.33397429734913,0.653846153846154,1.34662136141562
"587","Control","2022-04-26 07:30:00 SS/UYO/SB/100/FF",4,23,5.77350269189626,2.88675134594813,9.18693115518539
"588","Control","2022-04-27 08:00:00 SS/UYO/SB/039/FF",36,21.75,2.77102353446726,0.461837255744543,0.937579474448379
"589","Control","2022-04-27 08:00:00 SS/UYO/SB/085/FF",18,24.3888888888889,2.30444299481238,0.543162422829891,1.14597254098019
"590","Control","2022-04-27 08:00:00 SS/UYO/SB/090/FF",40,23.5,3.88949934158693,0.614983843856998,1.24392223693885
"591","Control","2022-04-27 08:00:00 SS/UYO/SB/094/FF",13,21.4615384615385,3.15212585978058,0.874242416473452,1.90481059325164
"592","Experimental","2021-08-13 12:13:00 SS/MAY/SB/026/FF",4,31.75,2.5,1.25,3.97805788160463
"593","Experimental","2021-08-13 12:18:00 SS/MAY/SB/043/FF",5,36,2.73861278752583,1.22474487139159,3.40043690329128
"594","Experimental","2021-08-13 12:30:00 SS/MAY/SB/001/FF",8,29.875,6.5123509031466,2.30246374254065,5.4444616040247
"595","Experimental","2021-08-13 12:44:00 SS/MAY/SB/042/FF",7,32.2857142857143,5.34522483824849,2.02030508910442,4.9435084654581
"596","Experimental","2021-08-13 13:04:00 SS/MAY/SB/082/FF",8,31.125,3.72011904571422,1.31526070202288,3.11009735317025
"597","Experimental","2021-08-13 13:17:00 SS/MAY/SB/058/FF",11,32.5454545454545,3.50324524872685,1.0562681853293,2.35351218184924
"598","Experimental","2021-08-13 13:20:00 SS/MAY/SB/031/FF",13,33,9.35414346693485,2.59437260831385,5.65265232393146
"599","Experimental","2021-08-13 13:30:00 SS/MAY/SB/010/FF",10,33,10.8012344973464,3.41565025531987,7.72673769068535
"600","Experimental","2021-08-13 13:33:00 SS/MAY/SB/012/FF",10,32.5,3.68932393686311,1.16666666666667,2.63918335659791
"601","Experimental","2021-08-13 13:33:00 SS/MAY/SB/028/FF",10,32.5,3.68932393686311,1.16666666666667,2.63918335659791
"602","Experimental","2021-08-14 12:40:00 SS/MAY/SB/011/FF",9,36.8888888888889,4.16666666666667,1.38888888888889,3.2027835211169
"603","Experimental","2021-08-15 12:04:00 SS/MAY/SB/042/FF",10,31,5.86893895388634,1.85592145427667,4.19838601138284
"604","Experimental","2021-08-15 13:17:00 SS/MAY/SB/001/FF",5,33,6.12372435695795,2.73861278752583,7.60360806895818
"605","Experimental","2021-08-15 13:37:00 SS/MAY/SB/078/FF",15,26.6666666666667,6.93507304180988,1.79062815971078,3.84051543995843
"606","Experimental","2021-08-15 14:20:00 SS/MAY/SB/010/FF",6,32.1666666666667,5.84522597225006,2.38630351054606,6.13418845852487
"607","Experimental","2021-08-16 13:35:00 SS/MAY/SB/010/FF",8,23.625,6.23211727379112,2.20338619272376,5.2101804269393
"608","Experimental","2021-08-17 12:40:00 SS/MAY/SB/001/FF",4,28,4.08248290463863,2.04124145231932,6.49614131812555
"609","Experimental","2021-08-18 13:20:00 SS/MAY/SB/001/FF",5,25,6.70820393249937,3,8.32933531559338
"610","Experimental","2021-08-18 14:02:00 SS/MAY/SB/078/FF",9,33,3.53553390593274,1.17851130197758,2.71765193574514
"611","Experimental","2021-08-20 12:40:00 SS/MAY/SB/003/FF",6,31.3333333333333,4.08248290463863,1.66666666666667,4.28430305939386
"612","Experimental","2021-08-20 12:40:00 SS/MAY/SB/074/FF",6,31.3333333333333,4.08248290463863,1.66666666666667,4.28430305939386
"613","Experimental","2021-08-20 13:35:00 SS/MAY/SB/010/FF",21,30.1428571428571,5.82482372510718,1.27108074428944,2.65142797111127
"614","Experimental","2021-08-23 12:50:00 SS/MAY/SB/027/FF",5,33,6.12372435695795,2.73861278752583,7.60360806895818
"615","Experimental","2021-08-23 13:22:00 SS/MAY/SB/012/FF",14,35.1428571428571,2.56776295506548,0.686263516307516,1.4825821907047
"616","Experimental","2021-08-25 12:40:00 SS/MAY/SB/002/FF",14,29.0714285714286,3.49646603376534,0.934469854488733,2.01879938404681
"617","Experimental","2021-08-25 13:21:00 SS/MAY/SB/033/FF",6,28,4.47213595499958,1.82574185835055,4.69321885763682
"618","Experimental","2021-08-25 13:37:00 SS/MAY/SB/070/FF",8,29.875,5.9386746958271,2.09963857434015,4.96485629246442
"619","Experimental","2021-09-06 09:00:00 SS/UYO/SB/085/FF",2,33,0,0,0
"620","Experimental","2021-09-06 09:00:00 SS/UYO/SB/099/FF",3,33,0,0,0
"621","Experimental","2021-09-20 08:30:00 SS/UYO/SB/085/FF",7,28,0,0,0
"622","Experimental","2021-09-20 08:30:00 SS/UYO/SB/088/FF",2,28,0,0,0
"623","Experimental","2021-09-21 09:00:00 SS/UYO/SB/020/FF",1,28,NA,NA,NA
"624","Experimental","2021-09-25 11:00:00 SS/UYO/SB/099/FF",2,28,0,0,0
"625","Experimental","2021-09-28 12:30:00 SS/UYO/SB/090/FF",6,28.8333333333333,2.04124145231932,0.833333333333333,2.14215152969693
"626","Experimental","2021-11-01 12:05:00 SS/MAY/SB/065/FF",7,28.7142857142857,4.49867705421219,1.70034010203401,4.16058234664407
"627","Experimental","2021-11-01 13:48:00 SS/MAY/SB/058/FF",10,27,3.94405318873308,1.24721912892465,2.82140568607583
"628","Experimental","2021-11-01 14:00:00 SS/UYO/SB/088/FF",1,48,NA,NA,NA
"629","Experimental","2021-11-01 14:18:00 SS/MAY/SB/025/FF",9,27.4444444444444,4.63980363569168,1.54660121189723,3.56646879014678
"630","Experimental","2021-11-03 07:30:00 SS/UYO/SB/099/FF",5,32,6.51920240520265,2.91547594742265,8.09465892354352
"631","Experimental","2021-11-03 14:20:00 SS/MAY/SB/083/FF",10,28,5.2704627669473,1.66666666666667,3.77026193799701
"632","Experimental","2021-11-03 14:45:00 SS/MAY/SB/033/FF",5,28,5,2.23606797749979,6.20831999101882
"633","Experimental","2021-11-05 08:30:00 SS/UYO/SB/090/FF",6,27.1666666666667,3.7638632635454,1.53659074288215,3.94993225245976
"634","Experimental","2021-11-08 10:00:00 SS/UYO/SB/085/FF",7,28.7142857142857,1.88982236504614,0.714285714285714,1.74779417938926
