"","survey_id","Operation_date","year","month","day","enumerator","landing_site","BMU","fisher_id","household_id","destination","trap_type","fish_perdestination","KSH_perdestination","calculated_Kg_perdestination","Zinc_perdestination","Selenium_perdestination","VitaminA_perdestination","Protein_perdestination","Omega3_perdestination","Iron_perdestination","Calcium_perdestination"
"1","2021-05-18 SS/UYO/SB/085/FF 2021-05-18 14:00:00",2021-05-18,"2021","May","18","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/085/FF","SS/UYO/SB/085","MAMA KARANGA","Control",98,1256.35480219807,9.07837718760305,195.724882717242,2296.85157436505,2190.1522549713,1638.53543540012,16.003365662278,80.7817426733352,3545.33530113445
"2","2021-05-18 SS/UYO/SB/089/FF 2021-05-18 14:00:00",2021-05-18,"2021","May","18","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089","MAMA KARANGA","Control",11,571.337577841644,4.7611464820137,122.708179382027,1029.96684357728,1090.47090222837,840.314255076038,7.91801366728628,43.492712443285,1540.36709810877
"3","2021-05-18 SS/UYO/SB/085/FF 2021-05-19 14:00:00",2021-05-18,"2021","May","18","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/085/FF","SS/UYO/SB/085","MAMA KARANGA","Control",98,1256.35480219807,9.07837718760305,195.724882717242,2296.85157436505,2190.1522549713,1638.53543540012,16.003365662278,80.7817426733352,3545.33530113445
"4","2021-05-18 SS/MAY/SB/001/FF 2021-05-18 12:30:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001","MAMA KARANGA","Control",3,279.173807642391,2.32644839701992,46.6142236832212,557.025281241222,317.445519836472,441.161061774871,1.98011375747654,18.4170874460862,723.417446662472
"5","2021-05-18 SS/MAY/SB/018/FF 2021-05-18 13:03:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/018/FF","SS/MAY/SB/018","MAMA KARANGA","Control",13,759.558632939451,4.34966931490526,97.7938397642662,1918.65445083394,818.886971349545,833.863786746723,8.50851356098672,38.9982116611245,1558.11568714539
"6","2021-05-18 SS/MAY/SB/049/FF 2021-05-18 13:03:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/049/FF","SS/MAY/SB/049","MAMA KARANGA","Control",2,186.115871761594,1.55096559801328,31.0761491221474,371.350187494148,211.630346557648,294.107374516581,1.3200758383177,12.2780582973908,482.278297774981
"7","2021-05-18 SS/MAY/SB/033/FF 2021-05-18 12:35:00",2021-05-18,"2021","May","18","KADZO BAYA","MAWE YA KATI","MAYUNGU","SS/MAY/SB/033/FF","SS/MAY/SB/033","MAMA KARANGA","Control",8,744.463487046376,6.20386239205313,124.30459648859,1485.40074997659,846.521386230591,1176.42949806632,5.28030335327078,49.1122331895632,1929.11319109993
"8","2021-05-18 SS/MAY/SB/032/FF 2021-05-18 12:30:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/032/FF","SS/MAY/SB/032","MAMA KARANGA","Control",12,426.945481498461,3.05452099117232,63.907557719445,954.354870188606,474.086170695899,581.523169209307,3.821689921455,25.3412010640539,1002.07496781808
"9","2021-05-18 SS/MAY/SB/006/FF 2021-05-18 22:50:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/006/FF","SS/MAY/SB/006","MAMA KARANGA","Control",3,279.173807642391,2.32644839701992,46.6142236832212,557.025281241222,317.445519836472,441.161061774871,1.98011375747654,18.4170874460862,723.417446662472
"10","2021-05-18 SS/MAY/SB/041/FF 2021-05-18 17:30:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/041/FF","SS/MAY/SB/041","MAMA KARANGA","Control",5,623.348112289292,5.19456760241077,104.081713768748,1243.74367528025,708.80240240242,985.038379478509,4.4212606593171,41.1222556669441,1615.2693677905
"11","2021-05-18 SS/MAY/SB/018/FF 2021-05-18 17:30:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/018/FF","SS/MAY/SB/018","MAMA KARANGA","Control",13,759.558632939451,4.34966931490526,97.7938397642662,1918.65445083394,818.886971349545,833.863786746723,8.50851356098672,38.9982116611245,1558.11568714539
"12","2021-05-18 SS/MAY/SB/043/FF 2021-05-18 12:03:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/043/FF","SS/MAY/SB/043","MAMA KARANGA","Control",16,1488.92697409275,12.4077247841063,248.60919297718,2970.80149995319,1693.04277246118,2352.85899613264,10.5606067065416,98.2244663791265,3858.22638219985
"13","2021-05-18 SS/MAY/SB/042/FF 2021-05-18 23:53:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/042/FF","SS/MAY/SB/042","MAMA KARANGA","Control",11,1603.18488193489,13.3598740161241,267.687070370867,3198.77612188236,1822.96420476416,2533.4136848604,11.3710110103311,105.762057021695,4154.30059005691
"14","2021-05-18 SS/MAY/SB/052/FF 2021-05-18 03:01:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/052/FF","SS/MAY/SB/052","MAMA KARANGA","Control",6,874.464481055397,7.28720400879497,146.0111292932,1744.7869755722,994.344111689544,1381.86200992386,6.2023696419988,57.6883947391065,2265.98214003104
"15","2021-05-18 SS/MAY/SB/028/FF 2021-05-18 03:01:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028","MAMA KARANGA","Control",6,874.464481055397,7.28720400879497,146.0111292932,1744.7869755722,994.344111689544,1381.86200992386,6.2023696419988,57.6883947391065,2265.98214003104
"16","2021-05-18 SS/MAY/SB/082/FF 2021-05-18 11:57:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/082/FF","SS/MAY/SB/082","MAMA KARANGA","Control",4,582.976320703598,4.85813600586332,97.3407528621336,1163.19131704813,662.896074459696,921.241339949238,4.13491309466587,38.458929826071,1510.65476002069
"17","2021-05-18 SS/MAY/SB/047/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/047/FF","SS/MAY/SB/047","MAMA KARANGA","Control",1,4.81081821593789,0.0400901517994824,0.803272192011297,9.59884952088998,5.47032940623645,7.60223779613193,0.0341219952349531,0.317369528747649,12.4661760339248
"18","2021-05-18 SS/MAY/SB/046/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/046/FF","SS/MAY/SB/046","MAMA KARANGA","Control",1,4.81081821593789,0.0400901517994824,0.803272192011297,9.59884952088998,5.47032940623645,7.60223779613193,0.0341219952349531,0.317369528747649,12.4661760339248
"19","2021-05-18 SS/MAY/SB/048/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/048/FF","SS/MAY/SB/048","MAMA KARANGA","Control",1,4.81081821593789,0.0400901517994824,0.803272192011297,9.59884952088998,5.47032940623645,7.60223779613193,0.0341219952349531,0.317369528747649,12.4661760339248
"20","2021-05-18 SS/MAY/SB/044/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/044/FF","SS/MAY/SB/044","MAMA KARANGA","Control",1,4.81081821593789,0.0400901517994824,0.803272192011297,9.59884952088998,5.47032940623645,7.60223779613193,0.0341219952349531,0.317369528747649,12.4661760339248
"21","2021-05-18 SS/MAY/SB/036/FF 2021-05-18 12:07:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036","MAMA KARANGA","Control",3,279.173807642391,2.32644839701992,46.6142236832212,557.025281241222,317.445519836472,441.161061774871,1.98011375747654,18.4170874460862,723.417446662472
"22","2021-05-18 SS/MAY/SB/041/FF 2021-05-18 17:15:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/041/FF","SS/MAY/SB/041","MAMA KARANGA","Control",5,623.348112289292,5.19456760241077,104.081713768748,1243.74367528025,708.80240240242,985.038379478509,4.4212606593171,41.1222556669441,1615.2693677905
"23","2021-05-19 SS/UYO/SB/089/FF 2021-05-19 14:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089","MAMA KARANGA","Control",13,345.644367622427,2.88036973018689,54.1753391326059,966.372502402282,685.471154732022,533.161150622276,3.42009476793377,23.8181119017421,1302.45975881737
"24","2021-05-19 SS/UYO/SB/091/FF 2021-05-19 15:15:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/091/FF","SS/UYO/SB/091","MAMA KARANGA","Control",30,569.382175233749,4.1836707834611,71.7514342991369,1384.63227287396,1018.81536325669,779.176149191907,5.86819160800009,34.7305512974566,1967.63864968304
"25","2021-05-19 SS/UYO/SB/096/FF 2021-05-19 15:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/096/FF","SS/UYO/SB/096","MAMA KARANGA","Control",12,505.062609138126,2.52531304569063,43.0720655576901,533.806070434784,681.387246917982,459.573636784137,6.95351906661082,23.486392292621,1104.58173711648
"26","2021-05-19 SS/UYO/SB/100/FF 2021-05-19 15:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100","MAMA KARANGA","Control",9,198.469200747426,1.18692212491473,20.0506248874786,355.154179768714,656.703135051452,215.984504879607,2.46237019864005,9.72284460593931,492.913880553375
"27","2021-05-19 SS/MAY/SB/030/FF 2021-05-19 12:30:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030","MAMA KARANGA","Control",23,3562.57538410493,29.4724033345966,591.687493289814,7152.19892842902,4046.08500419927,5589.7946118282,25.6085613319427,233.812539582142,9186.94664990988
"28","2021-05-19 SS/MAY/SB/010/FF 2021-05-19 14:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010","MAMA KARANGA","Control",5,728.720400879497,6.07267000732914,121.675941077667,1453.98914631017,828.62009307462,1151.55167493655,5.16864136833233,48.0736622825888,1888.31845002587
"29","2021-05-19 SS/MAY/SB/042/FF 2021-05-19 11:43:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/042/FF","SS/MAY/SB/042","MAMA KARANGA","Control",4,54.163365759311,0.451361381327592,9.04376835442521,108.070181439436,61.5885778997651,85.5910092335254,0.384167936802394,3.57315556207685,140.352435248645
"30","2021-05-19 SS/MAY/SB/058/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/058/FF","SS/MAY/SB/058","MAMA KARANGA","Control",8,610.801243984549,4.99726062226807,99.7136802933287,1192.59977589663,700.43507957921,946.560183502689,4.51799656008265,39.7528428021349,1571.50840774024
"31","2021-05-19 SS/MAY/SB/017/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017","MAMA KARANGA","Control",8,610.801243984549,4.99726062226807,99.7136802933287,1192.59977589663,700.43507957921,946.560183502689,4.51799656008265,39.7528428021349,1571.50840774024
"32","2021-05-19 SS/MAY/SB/082/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/082/FF","SS/MAY/SB/082","MAMA KARANGA","Control",8,610.801243984549,4.99726062226807,99.7136802933287,1192.59977589663,700.43507957921,946.560183502689,4.51799656008265,39.7528428021349,1571.50840774024
"33","2021-05-19 SS/MAY/SB/083/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083","MAMA KARANGA","Control",8,610.801243984549,4.99726062226807,99.7136802933287,1192.59977589663,700.43507957921,946.560183502689,4.51799656008265,39.7528428021349,1571.50840774024
"34","2021-05-19 SS/MAY/SB/030/FF 2021-05-19 17:37:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030","MAMA KARANGA","Control",23,3562.57538410493,29.4724033345966,591.687493289814,7152.19892842902,4046.08500419927,5589.7946118282,25.6085613319427,233.812539582142,9186.94664990988
"35","2021-05-19 SS/MAY/SB/077/FF 2021-05-19 17:37:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077","MAMA KARANGA","Control",23,3562.57538410493,29.4724033345966,591.687493289814,7152.19892842902,4046.08500419927,5589.7946118282,25.6085613319427,233.812539582142,9186.94664990988
"36","2021-05-19 SS/MAY/SB/013/FF 2021-05-19 17:37:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013","MAMA KARANGA","Control",23,3562.57538410493,29.4724033345966,591.687493289814,7152.19892842902,4046.08500419927,5589.7946118282,25.6085613319427,233.812539582142,9186.94664990988
"37","2021-05-19 SS/MAY/SB/081/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/081/FF","SS/MAY/SB/081","MAMA KARANGA","Control",8,610.801243984549,4.99726062226807,99.7136802933287,1192.59977589663,700.43507957921,946.560183502689,4.51799656008265,39.7528428021349,1571.50840774024
"38","2021-05-19 SS/MAY/SB/029/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/029/FF","SS/MAY/SB/029","MAMA KARANGA","Control",8,610.801243984549,4.99726062226807,99.7136802933287,1192.59977589663,700.43507957921,946.560183502689,4.51799656008265,39.7528428021349,1571.50840774024
"39","2021-05-19 SS/MAY/SB/077/FF 2021-05-19 13:27:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077","MAMA KARANGA","Control",23,3562.57538410493,29.4724033345966,591.687493289814,7152.19892842902,4046.08500419927,5589.7946118282,25.6085613319427,233.812539582142,9186.94664990988
"40","2021-05-19 SS/MAY/SB/030/FF 2021-05-19 13:27:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030","MAMA KARANGA","Control",23,3562.57538410493,29.4724033345966,591.687493289814,7152.19892842902,4046.08500419927,5589.7946118282,25.6085613319427,233.812539582142,9186.94664990988
"41","2021-05-19 SS/MAY/SB/013/FF 2021-05-19 13:27:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013","MAMA KARANGA","Control",23,3562.57538410493,29.4724033345966,591.687493289814,7152.19892842902,4046.08500419927,5589.7946118282,25.6085613319427,233.812539582142,9186.94664990988
"42","2021-05-19 SS/MAY/SB/074/FF 2021-05-19 12:47:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074","MAMA KARANGA","Control",6,668.652413466409,5.50254113735103,109.941473085091,1314.5554951989,764.742122855154,1042.64158979465,4.88188924887419,43.7047067494113,1724.22910269273
"43","2021-05-20 SS/UYO/SB/085/FF 2021-05-20 16:30:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/085/FF","SS/UYO/SB/085","MAMA KARANGA","Control",20,439.014818699049,3.15339421335395,74.0208816131866,681.026351478439,742.691875330223,562.198801867735,5.97876898670381,28.793872820491,1105.0654881476
"44","2021-05-20 SS/UYO/SB/089/FF 2021-05-20 16:30:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089","MAMA KARANGA","Control",20,273.327654044503,1.77266784123274,29.9565180944058,535.830241690066,448.528426338425,328.31226564306,3.1504257644591,15.1834526162788,828.261799979949
"45","2021-05-20 SS/UYO/SB/091/FF 2021-05-20 16:30:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/091/FF","SS/UYO/SB/091","MAMA KARANGA","Control",9,119.675187952059,0.904543488663991,14.9065608744568,325.20687884986,231.57175154663,168.727671149756,1.20457424840315,7.4396414683157,452.625586730482
"46","2021-05-20 SS/UYO/SB/100/FF 2021-05-20 08:00:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100","MAMA KARANGA","Control",36,1179.39462115469,5.89697310577346,100.579535134167,1246.514782167,1591.13828542927,1073.17125726779,16.2374779618948,54.8441405858868,2579.3589464165
"47","2021-05-20 SS/MAY/SB/074/FF 2021-05-20 16:33:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074","MAMA KARANGA","Control",4,372.231743523188,3.10193119602657,62.1522982442949,742.700374988296,423.260693115295,588.214749033161,2.64015167663539,24.5561165947816,964.556595549963
"48","2021-05-20 SS/MAY/SB/042/FF 2021-05-20 12:43:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/042/FF","SS/MAY/SB/042","MAMA KARANGA","Control",3,88.5716753783573,0.738097294819644,14.7889944366596,176.723822353828,100.713894941341,139.964327896934,0.628217934986538,5.84307068225793,229.51399269843
"49","2021-05-20 SS/MAY/SB/081/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/081/FF","SS/MAY/SB/081","MAMA KARANGA","Control",7,221.366952069216,1.10683476034608,18.3001164531044,293.705878700265,138.730749906584,207.934970117152,3.41677892069648,15.0724708239417,910.749776187491
"50","2021-05-20 SS/MAY/SB/058/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/058/FF","SS/MAY/SB/058","MAMA KARANGA","Control",7,221.366952069216,1.10683476034608,18.3001164531044,293.705878700265,138.730749906584,207.934970117152,3.41677892069648,15.0724708239417,910.749776187491
"51","2021-05-20 SS/MAY/SB/017/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017","MAMA KARANGA","Control",7,221.366952069216,1.10683476034608,18.3001164531044,293.705878700265,138.730749906584,207.934970117152,3.41677892069648,15.0724708239417,910.749776187491
"52","2021-05-20 SS/MAY/SB/029/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/029/FF","SS/MAY/SB/029","MAMA KARANGA","Control",7,221.366952069216,1.10683476034608,18.3001164531044,293.705878700265,138.730749906584,207.934970117152,3.41677892069648,15.0724708239417,910.749776187491
"53","2021-05-20 SS/MAY/SB/082/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/082/FF","SS/MAY/SB/082","MAMA KARANGA","Control",7,221.366952069216,1.10683476034608,18.3001164531044,293.705878700265,138.730749906584,207.934970117152,3.41677892069648,15.0724708239417,910.749776187491
"54","2021-05-20 SS/MAY/SB/074/FF 2021-05-20 11:04:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074","MAMA KARANGA","Control",4,372.231743523188,3.10193119602657,62.1522982442949,742.700374988296,423.260693115295,588.214749033161,2.64015167663539,24.5561165947816,964.556595549963
"55","2021-05-20 SS/MAY/SB/014/FF 2021-05-20 14:07:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/014/FF","SS/MAY/SB/014","MAMA KARANGA","Control",9,538.244762355324,4.14866461353561,81.6199777581382,979.154701873056,633.449505228368,782.845732318756,4.49188863432156,33.5414758280775,1353.90741743882
"56","2021-05-20 SS/MAY/SB/036/FF 2021-05-20 14:07:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036","MAMA KARANGA","Control",9,538.244762355324,4.14866461353561,81.6199777581382,979.154701873056,633.449505228368,782.845732318756,4.49188863432156,33.5414758280775,1353.90741743882
"57","2021-05-20 SS/MAY/SB/034/FF 2021-05-20 12:30:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/034/FF","SS/MAY/SB/034","MAMA KARANGA","Control",6,511.358709416575,3.80325893458651,61.7945786109566,1190.26720160665,1096.43397145256,733.527176384124,4.0015072643332,26.8125594028885,1338.25425184715
"58","2021-05-20 SS/MAY/SB/030/FF 2021-05-20 12:40:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030","MAMA KARANGA","Control",4,219.870549064776,1.37419093165485,13.1242021798898,608.671543082582,764.985934222717,272.906506409506,1.93405071700027,7.583094489853,582.926871836798
"59","2021-05-20 SS/MAY/SB/002/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002","MAMA KARANGA","Control",4,372.231743523188,3.10193119602657,62.1522982442949,742.700374988296,423.260693115295,588.214749033161,2.64015167663539,24.5561165947816,964.556595549963
"60","2021-05-20 SS/MAY/SB/036/FF 2021-05-20 12:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036","MAMA KARANGA","Control",9,538.244762355324,4.14866461353561,81.6199777581382,979.154701873056,633.449505228368,782.845732318756,4.49188863432156,33.5414758280775,1353.90741743882
"61","2021-05-20 SS/MAY/SB/014/FF 2021-05-20 12:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/014/FF","SS/MAY/SB/014","MAMA KARANGA","Control",9,538.244762355324,4.14866461353561,81.6199777581382,979.154701873056,633.449505228368,782.845732318756,4.49188863432156,33.5414758280775,1353.90741743882
"62","2021-05-20 SS/MAY/SB/034/FF 2021-05-20 12:25:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/034/FF","SS/MAY/SB/034","MAMA KARANGA","Control",6,511.358709416575,3.80325893458651,61.7945786109566,1190.26720160665,1096.43397145256,733.527176384124,4.0015072643332,26.8125594028885,1338.25425184715
"63","2021-05-20 SS/MAY/SB/030/FF 2021-05-20 16:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030","MAMA KARANGA","Control",4,219.870549064776,1.37419093165485,13.1242021798898,608.671543082582,764.985934222717,272.906506409506,1.93405071700027,7.583094489853,582.926871836798
"64","2021-05-20 SS/MAY/SB/002/FF 2021-05-20 12:42:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002","MAMA KARANGA","Control",4,372.231743523188,3.10193119602657,62.1522982442949,742.700374988296,423.260693115295,588.214749033161,2.64015167663539,24.5561165947816,964.556595549963
"65","2021-05-20 SS/MAY/SB/030/FF 2021-05-20 11:25:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030","MAMA KARANGA","Control",4,219.870549064776,1.37419093165485,13.1242021798898,608.671543082582,764.985934222717,272.906506409506,1.93405071700027,7.583094489853,582.926871836798
"66","2021-05-21 SS/UYO/SB/095/FF 2021-05-21 10:30:00",2021-05-21,"2021","May","21","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/095/FF","SS/UYO/SB/095","MAMA KARANGA","Control",147,3637.04895556832,30.3087412964027,502.240241874401,11605.4013525056,7667.77030569623,5671.77755505442,32.9017440135785,244.054712906813,15394.2295894041
"67","2021-05-21 SS/UYO/SB/100/FF 2021-05-21 10:30:00",2021-05-21,"2021","May","21","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100","MAMA KARANGA","Control",23,595.37717913875,4.25700517805569,90.3091912292852,1127.32066467518,956.458437505661,789.220196183095,6.38607396718758,34.7258635624068,1849.15761750695
"68","2021-05-22 SS/UYO/SB/094/FF 2021-05-22 09:00:00",2021-05-22,"2021","May","22","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/094/FF","SS/UYO/SB/094","MAMA KARANGA","Control",15,469.836061683524,2.62309351578521,49.3292349136243,1222.50542718431,1318.41967293854,494.903854079587,5.4563819399386,21.857106240673,1077.80816602405
"69","2021-05-22 SS/UYO/SB/100/FF 2021-05-22 11:00:00",2021-05-22,"2021","May","22","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100","MAMA KARANGA","Control",10,226.978649292873,1.44246851408027,25.8276003976152,379.914746858406,696.647345681005,265.630537718232,2.53473360436846,11.1051284025457,626.303801097141
"70","2021-05-22 SS/UYO/SB/089/FF 2021-05-22 09:00:00",2021-05-22,"2021","May","22","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089","MAMA KARANGA","Control",25,1051.41043727172,8.02827488565725,163.229297611304,2142.70274009865,2057.83541569031,1484.45098264235,11.369198981681,68.7068894209789,3907.75683485279
"71","2021-05-22 SS/UYO/SB/091/FF 2021-05-22 09:00:00",2021-05-22,"2021","May","22","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/091/FF","SS/UYO/SB/091","MAMA KARANGA","Control",25,499.924611179571,3.88544808808635,65.341755347276,1392.83784042847,975.968929224868,724.794660423396,4.91611437565226,31.8392397034681,1914.32967385906
"72","2021-05-23 SS/UYO/SB/096/FF 2021-05-23 09:00:00",2021-05-23,"2021","May","23","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/096/FF","SS/UYO/SB/099","MAMA KARANGA","Control",25,468.125596849815,2.72249153052194,50.3228122921148,682.061626860146,1051.93742427803,492.866080837784,6.18001995971085,23.9267631629899,1111.25938618564
